reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,label,content_lower_case,content_clean,content_normalisasi
39dacc15-0abb-4168-9801-723299072c54,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gojek tolong dobenerin dong ini. Kenapa sekarang dapatnya jauh2, dan giliran sudah dapat drivenya nggak langsung jalan jadi waktu nunggunya malah makin lama",4,0,5.48.2,2026-02-02 23:42:16,,,5.48.2,2,"gojek tolong dobenerin dong ini. kenapa sekarang dapatnya jauh2, dan giliran sudah dapat drivenya nggak langsung jalan jadi waktu nunggunya malah makin lama",gojek tolong dobenerin dong ini kenapa sekarang dapatnya jauh2 dan giliran sudah dapat drivenya nggak langsung jalan jadi waktu nunggunya malah makin lama,gojek tolong dibenerin dong ini kenapa sekarang dapatnya jauh-jauh dan giliran sudah dapat drivenya nggak langsung jalan jadi waktu nunggunya malah makin lama
793ddd43-6c4a-430d-9d19-0f2a676151b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantab,5,0,,2026-02-02 23:42:03,,,,2,mantab,mantab,mantap
e94bc25a-898a-478f-b789-cc05b6395fb1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"makin lama makin gak jelas,harga tiap menit berubah trus, aplikasi gak jelas",1,0,5.47.1,2026-02-02 23:19:06,"Mohon maaf atas ketidaknyamanannya, Kak Robert. Agar kamu bisa download aplikasi Gojek, pastikan ruang penyimpanan (storage) di ponsel kamu mencukupi dan sistem operasi ponsel kamu mendukung. Semoga informasi ini membantu kamu.^Melisa",2026-01-25 03:07:04,5.47.1,0,"makin lama makin gak jelas,harga tiap menit berubah trus, aplikasi gak jelas",makin lama makin gak jelas harga tiap menit berubah trus aplikasi gak jelas,makin lama makin gak jelas harga tiap menit berubah terus aplikasi gak jelas
da1cc42e-8616-40da-9cc5-20a7645efb87,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"maaf bintang 1 dulu, sekarang cari drivernya lama bgt, driver disekitar padahal banyak tapi slalu dapet yang jauh, terkadang driver tidak langsung berangkat",1,0,5.48.2,2026-02-02 23:10:59,"Hai Kak Eka , mohon maaf atas kendalanya. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maysa",2026-02-03 00:59:59,5.48.2,0,"maaf bintang 1 dulu, sekarang cari drivernya lama bgt, driver disekitar padahal banyak tapi slalu dapet yang jauh, terkadang driver tidak langsung berangkat",maaf bintang 1 dulu sekarang cari drivernya lama bgt driver disekitar padahal banyak tapi slalu dapet yang jauh terkadang driver tidak langsung berangkat,maaf bintang 1 dulu sekarang cari drivernya lama banget driver disekitar padahal banyak tapi selalu dapat yang jauh terkadang driver tidak langsung berangkat
ff7e0304-8078-4ffd-a024-655fda7d8585,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"udah coba mode pencarian cepat malah dapetnya yang paling jauh lagi, coba yang mahal malah makin jauh",2,0,,2026-02-02 23:05:54,"Hai Kak Kak Ihsan, mohon maaf atas kendalanya. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maysa",2026-02-03 00:58:00,,0,"udah coba mode pencarian cepat malah dapetnya yang paling jauh lagi, coba yang mahal malah makin jauh",udah coba mode pencarian cepat malah dapetnya yang paling jauh lagi coba yang mahal malah makin jauh,udah coba mode pencarian cepat malah dapetnya yang paling jauh lagi coba yang mahal malah makin jauh
066ae7f9-2ede-4bdf-814c-1b4ee324cee9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"harga pemesanan selalu berubah-ubah naik turun, mencari gojek hemat sangat lama.",1,0,5.47.1,2026-02-02 23:05:47,"Hai Kak Kak Suwandi, mohon maaf atas kendalanya. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maysa",2026-02-03 00:55:54,5.47.1,0,"harga pemesanan selalu berubah-ubah naik turun, mencari gojek hemat sangat lama.",harga pemesanan selalu berubah ubah naik turun mencari gojek hemat sangat lama,harga pemesanan selalu berubah ubah naik turun mencari gojek hemat sangat lama
0e61d371-67ef-46dd-bedf-208c5b5037e9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat mudah,5,0,5.47.1,2026-02-02 23:00:18,,,5.47.1,2,sangat mudah,sangat mudah,sangat mudah
34319ae7-d04a-43b4-a235-2160b9a50af6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat membantu..,5,0,5.47.1,2026-02-02 22:48:11,,,5.47.1,2,sangat membantu..,sangat membantu,sangat membantu
934f2c79-9411-4a14-9051-9c4f87a1a103,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,susah bgt dpt gojek pas hujan,1,0,5.47.1,2026-02-02 22:37:56,"Hai Kak Ferdinand, mohon maaf atas kendalanya. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maysa",2026-02-02 23:25:05,5.47.1,0,susah bgt dpt gojek pas hujan,susah bgt dpt gojek pas hujan,susah banget dapat gojek pas hujan
2917aa91-9953-4df8-abbd-8a9e6a76715e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,memuaskan,5,0,5.47.1,2026-02-02 22:36:25,,,5.47.1,2,memuaskan,memuaskan,memuaskan
97164d34-2f62-4547-94ed-073b98d098ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,dikasih driver yang jauh dari penjemputan,1,0,5.48.2,2026-02-02 22:32:25,"Hai Kak Hanif, mohon maaf atas kendalanya. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maysa",2026-02-02 23:22:57,5.48.2,0,dikasih driver yang jauh dari penjemputan,dikasih driver yang jauh dari penjemputan,dikasih driver yang jauh dari penjemputan
6b84cfef-3b4d-483c-8c93-efd419660ddd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi goput ongkir nya kayak baxxi terlalu nyekelk.tolong pihak playstor ini di tertib kan,1,0,5.48.2,2026-02-02 19:34:42,"Mohon maaf atas ketidaknyamanannya, Kak Dila. Terkait ulasanmu, kami selalu berupaya untuk memberlakukan tarif yang terjangkau bagi seluruh pelanggan agar dapat selalu menjaga kualitas layanan terbaik. Kami harap kamu senantiasa nyaman dalam menggunakan layanan Gojek. Jika ada kendala lain silakan hubungi kami di menu Bantuan. ^Maysa",2026-02-02 23:19:51,5.48.2,0,aplikasi goput ongkir nya kayak baxxi terlalu nyekelk.tolong pihak playstor ini di tertib kan,aplikasi goput ongkir nya kayak baxxi terlalu nyekelk tolong pihak playstor ini di tertib kan,aplikasi goput ongkir nya kayak babi terlalu nyekek tolong pihak play store ini di tertib kan
f2e6e73e-f13e-4124-b4d3-a049af4a4482,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,5.47.1,2026-02-02 18:44:10,,,5.47.1,2,bagus,bagus,bagus
4b546420-a624-41c6-b336-ded3653e89bd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kok ga bisa login? bisa di pake ga ni apk?,1,0,5.47.1,2026-02-02 17:41:51,"Hai Kak Mia, mohon maaf atas kendala yang kamu alami. Sebelum login, pastikan kamu udah pakai Gojek versi terbaru & tidak ada kendala pada akun kamu, ya. Untuk info lebih lanjut, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Maysa",2026-02-02 23:16:35,5.47.1,0,kok ga bisa login? bisa di pake ga ni apk?,kok ga bisa login bisa di pake ga ni apk,kok gak bisa login bisa di pakai gak nih aplikasi
0674489c-ff52-4d0b-8614-907fd3830efd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,untuk titik lokasi tolong di benerin kurang pas jadi kadang salah paham sama draver ny thanks,5,0,5.47.1,2026-02-02 17:14:26,,,5.47.1,2,untuk titik lokasi tolong di benerin kurang pas jadi kadang salah paham sama draver ny thanks,untuk titik lokasi tolong di benerin kurang pas jadi kadang salah paham sama draver ny thanks,untuk titik lokasi tolong di benerin kurang pas jadi kadang salah paham sama driver nya thanks
d22e6c9f-500b-4889-a7e5-92c7dfc7b112,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,susah bnget dapet driver yang mau jmput ketitik,1,0,5.40.1,2026-02-02 16:33:27,"Hai Kak Rafiz, mohon maaf atas kendalanya. Kesulitan mendapatkan driver bisa terjadi karena meningkatnya jumlah pesanan di jam sibuk, atau tidak ada driver di dekat titik penjemputan. Mohon menunggu beberapa saat dan coba kembali, ya. Jika ada pertanyaan lain, silakan kunjungi menu Bantuan pada aplikasi Gojek-mu, ya. ^Maysa",2026-02-03 06:14:00,5.40.1,0,susah bnget dapet driver yang mau jmput ketitik,susah bnget dapet driver yang mau jmput ketitik,susah banget dapat driver yang mau jemput ke titik
7d50afd5-9b1b-4f6d-9cf0-b00dfc19ba4a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,5.44.1,2026-02-02 16:05:33,,,5.44.1,2,ok,ok,oke
9e9f8d62-04ab-458f-bd9a-d29d137dbe1d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,happy n feel safety,5,0,5.47.1,2026-02-02 15:58:08,,,5.47.1,2,happy n feel safety,happy n feel safety,happy dan feel safety
7bc9e4cd-e938-46b4-bda7-8e7d4b7fab03,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kelamaan,1,0,5.47.1,2026-02-02 15:42:46,,,5.47.1,0,kelamaan,kelamaan,kelamaan
87a5347a-d5e9-4a30-8ff6-41f64fa4bb86,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap,5,0,,2026-02-02 15:34:21,,,,2,mantap,mantap,mantap
96ba5977-76fd-4707-b7e6-ca87a3332283,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apk anak bangsa semoga tetap baik dan berjaya,5,0,5.46.2,2026-02-02 15:31:50,,,5.46.2,2,apk anak bangsa semoga tetap baik dan berjaya,apk anak bangsa semoga tetap baik dan berjaya,aplikasi anak bangsa semoga tetap baik dan berjaya
520dd364-9d4f-4a07-b5f1-a038c093e9de,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,5.45.1,2026-02-02 15:19:45,,,5.45.1,2,good,good,good
fe1b9c33-44b6-4afa-9c18-59f4d1989a8e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya dulu instal gojek tapi tau2 hilang sendiri, sampai sekarang malah gak bisa login, padahal juga selalu memberi rating bintang 5 mau itu pelayanan kurang memuaskan. hampir 5 tahun ini saya instal ulang tidak bisa, kenapa ya ?",1,0,4.70.1,2026-02-02 15:15:38,"Hai Kak Angga, mohon maaf atas kendala yang kamu alami. Sebelum login, pastikan kamu udah pakai Gojek versi terbaru & tidak ada kendala pada akun kamu, ya. Untuk info lebih lanjut, silakan ke halaman bantuan login di aplikasi dengan cara klik ikon ""?"" > pilih ""Tidak bisa masuk ke akun Gojek"" > pilih ""Saya mendapatkan notifikasi eror"". ^Maysa",2026-02-03 06:04:52,4.70.1,0,"saya dulu instal gojek tapi tau2 hilang sendiri, sampai sekarang malah gak bisa login, padahal juga selalu memberi rating bintang 5 mau itu pelayanan kurang memuaskan. hampir 5 tahun ini saya instal ulang tidak bisa, kenapa ya ?",saya dulu instal gojek tapi tau2 hilang sendiri sampai sekarang malah gak bisa login padahal juga selalu memberi rating bintang 5 mau itu pelayanan kurang memuaskan hampir 5 tahun ini saya instal ulang tidak bisa kenapa ya,saya dulu install gojek tapi tau-tau hilang sendiri sampai sekarang malah gak bisa login padahal juga selalu memberi rating bintang 5 mau itu pelayanan kurang memuaskan hampir 5 tahun ini saya install ulang tidak bisa kenapa ya
aadecb68-dae1-4339-870e-ce7dd0739574,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat memudahkan,5,0,5.46.2,2026-02-02 15:08:27,,,5.46.2,2,sangat memudahkan,sangat memudahkan,sangat memudahkan
2ca3736b-27a3-4b65-a26b-dda37a110d2b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gopaylater gak bisa dipake lagii, padahal gak pernah sama sekali telat bayar,,,tahap review trus gak kelar2 udah 5 bulann,, mending pake aplikasi lain ajh yg bisa paylater ,,, bener2 kecewa pokoknyaaaa",2,0,5.48.2,2026-02-02 14:58:32,"Hai Kak Putri, mohon maaf atas kendala yang kamu alami terkait GoPay Later. Agar masalahnya dapat segera kami bantu, silakan ceritakan lebih lanjut kepada kami melalui email ke support@mab.co.id dan cantumkan kode psr-26-034-0545-14918 di subjek email, ya. ^Maysa",2026-02-03 05:45:56,5.48.2,0,"gopaylater gak bisa dipake lagii, padahal gak pernah sama sekali telat bayar,,,tahap review trus gak kelar2 udah 5 bulann,, mending pake aplikasi lain ajh yg bisa paylater ,,, bener2 kecewa pokoknyaaaa",gopaylater gak bisa dipake lagii padahal gak pernah sama sekali telat bayar tahap review trus gak kelar2 udah 5 bulann mending pake aplikasi lain ajh yg bisa paylater bener2 kecewa pokoknyaaaa,gopaylater gak bisa dipake lagi padahal gak pernah sama sekali telat bayar tahap review terus gak kelar-kelar udah 5 bulanan mending pakai aplikasi lain aja yang bisa paylater benar-benar kecewa pokoknya
